State,District,Latitude,Longitude,Population,Male Population,Female population,Literate,Male Literate,Female Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male Workers,Female Workers,Non Workers,Agricultural Workers,Other Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,LPG PNG Households,Housholds with Electricity,Households with Internet,Households with Computer,Below Primary Education,Primary Education,Secondary Education,Graduate Education,Other Education,Age 0-29,Age 30-49,Above 50,Households with Television,Households with Telephone Mobile Phone,Sex Ratio,Literacy Rate,Male Unliterate,Female Unliterate
Bihar,Saran,25.89656077844312,84.82266287425155,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,2911631,493461,272570,3534772,406449,2330,371,229,322,107,51822,94787,4509,37442,793945,693465,361171,148065,9848,2516115,847031,585386,128169,423960,95.0,55.0,737054,1057354
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,411687,109696,50531,596102,37653,313,75,41,43,31,6803,20065,631,8873,129673,110525,52860,19676,3399,413475,136898,85045,16279,61568,93.0,52.0,133312,174354
Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,439874,136334,32192,552492,99342,522,216,73,52,44,3983,10004,478,6698,128209,91277,25657,10091,661,421241,139909,93398,11722,83296,89.0,43.0,175028,197520
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,2308991,635907,224732,2672311,740101,2897,261,253,188,20,39465,66263,3460,42461,733380,394422,136500,70549,11936,2206340,739982,449035,61089,340890,90.0,42.0,918064,1068716
Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,2398048,376344,259900,2712635,608282,2618,369,407,359,86,42384,52935,3834,37833,689880,612635,355277,119164,12091,2115448,713597,498299,74071,401299,99.0,58.0,559184,841105
Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,1351394,554271,98974,1809936,409251,3758,271,136,546,42,12111,51028,1845,25078,467768,269737,99530,45726,5850,1453438,495020,277610,26559,207212,93.0,46.0,507611,688182
Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,2434677,502637,265732,3152346,333980,2203,707,362,246,71,47300,70001,4810,39564,810191,487594,291392,124448,9094,2176701,759132,486032,101269,390123,89.0,55.0,691959,876322
Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,580663,474787,805438,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,651314,1687,395072,852574,51447,8720,138329,1160,1960,246,168344,231204,44283,78113,80406,118667,124707,174528,20188,602411,303748,148945,193932,209783,82.0,76.0,115317,134695
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,686668,287828,143410,1277975,12413,27951,2099,985,3466,86925,22075,157646,1782,9042,183667,178766,60936,32895,3227,864272,358157,189569,50155,58619,102.0,46.0,316152,446184
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,176085,4138,72003,371973,6984,236,2387,113,10,7,17262,79146,1574,6281,35817,59489,64730,25474,3241,193671,107367,80497,61392,66935,98.0,75.0,37165,57171
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,1460432,572292,332556,2540763,57973,20745,6373,2979,2357,29122,77727,519704,8566,30892,382091,407692,189296,134637,19654,1625484,655032,380114,193337,177334,97.0,60.0,419100,647969
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,176085,4138,72003,371973,6984,236,2387,113,10,7,17262,79146,1574,6281,35817,59489,64730,25474,3241,193671,107367,80497,61392,66935,98.0,75.0,37165,57171
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,1460432,572292,332556,2540763,57973,20745,6373,2979,2357,29122,77727,519704,8566,30892,382091,407692,189296,134637,19654,1625484,655032,380114,193337,177334,97.0,60.0,419100,647969
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,396886,182602,77548,777188,10425,2644,1196,667,3612,3685,14568,148926,1016,4804,143128,148544,65196,31319,5096,461125,213021,125429,67737,55660,101.0,68.0,93973,158975
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,1847067,560415,521484,3129745,83499,24304,24276,19587,17209,42569,129193,614109,16141,51289,463598,573291,309508,202424,30555,1919832,898241,523656,343369,315664,99.0,69.0,397489,643005
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,364309,197558,55383,629509,15336,189588,474,467,694,14835,6628,76783,567,5755,120768,137681,64188,26161,3166,488965,214455,148100,20512,35940,101.0,58.0,144091,212163
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,685454,221806,178410,1133176,30195,21059,3666,897,753,15649,43357,202380,4544,18004,178191,188303,89167,61215,11792,729708,309479,166959,95963,90312,97.0,62.0,179524,278357
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,351846,94648,89095,604259,25878,9398,1391,84,1155,15474,25605,80023,1667,7609,143413,109639,47127,26802,4134,399581,165022,94073,38765,50432,97.0,60.0,104814,156280
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,533494,278073,75853,1008061,12570,5284,2941,521,1495,1417,13200,212487,961,5614,179770,194739,78583,33357,5951,582544,272009,177826,68012,65540,102.0,62.0,147878,246913
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,803817,323788,148107,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,246480,260661,130700,66358,8804,841958,398257,253488,98784,96724,99.0,64.0,207522,334823
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,1561231,191182,641893,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,231263,407662,441072,204507,19940,1414154,748339,462741,374021,453122,96.0,74.0,284653,409553
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,803817,323788,148107,1422986,17332,47653,2117,781,409,1782,27771,297308,3342,13857,246480,260661,130700,66358,8804,841958,398257,253488,98784,96724,99.0,64.0,207522,334823
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,1561231,191182,641893,2239370,227465,17452,7477,121791,12260,1159,328277,547206,38570,96301,231263,407662,441072,204507,19940,1414154,748339,462741,374021,453122,96.0,74.0,284653,409553
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,2306208,708993,631314,3881485,103038,23181,16707,8397,17137,10680,166505,728556,20261,59523,618508,664470,313247,227382,31483,2454299,1038155,560184,378113,340237,98.0,65.0,555028,879095
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,1204079,523356,154521,2126195,81442,97432,2303,1287,623,48295,29433,253131,2737,18983,364452,338509,135374,64607,9524,1441436,561915,355077,74614,118767,98.0,50.0,498443,673502
Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,124659,66514,150348,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,85652,481,102786,171537,16087,2618,169,216,244,79,25844,49249,1316,4543,8957,28094,26991,9128,1995,122589,52868,15428,28433,43171,53.0,79.0,20343,20482
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,1619373,333996,412757,2397056,334858,2586,1110,1291,3841,77,144561,498326,6628,26991,271762,700258,311849,139957,30127,1527888,749156,461650,318954,406578,95.0,67.0,357375,542889
Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,1619373,333996,412757,2397056,334858,2586,1110,1291,3841,77,144561,498326,6628,26991,271762,700258,311849,139957,30127,1527888,749156,461650,318954,406578,95.0,67.0,357375,542889
Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,490350,14120,289274,622213,57941,134169,618,553,546,166,132612,173951,23440,56266,40968,101521,153887,86781,16601,380926,260533,175035,146307,158921,96.0,81.0,64939,90009
Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,390947,12640,215152,341664,63623,231961,855,542,563,92,102191,138810,17624,44299,29874,73039,108989,57460,9579,314480,194872,130605,115535,128759,99.0,78.0,58378,79732
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,7214225,3788051,3426174,5435760,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,4619273,268954,2128452,6042416,883238,50754,14542,4518,209287,2055,965017,1456046,126341,273651,761358,1614370,1135058,839295,100831,3952858,2043895,1198152,1159650,1196482,90.0,75.0,762588,1015877
Gujarat,Amreli,21.04832649310872,71.43457637825426,1514190,771049,743141,995459,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,857051,209935,208995,1410463,99105,919,415,243,2053,40,80378,273331,2538,12765,230474,412251,149478,50999,8582,836343,389892,282409,164282,222389,96.0,66.0,212869,305862
Gujarat,Anand,22.282718206229863,72.57782051557454,2092745,1087224,1005521,1551253,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,1247951,346329,329593,1798794,250919,29789,1524,267,8591,142,147122,378310,9902,32523,257524,560542,283571,110351,20487,1134962,585093,366419,203467,244185,92.0,74.0,212743,328749
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,3120506,1610379,1510127,1704923,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,1871906,350541,410662,2890305,213505,1686,486,281,12659,83,84832,396873,3424,23149,366867,859436,226765,66950,14451,1984701,738412,394793,144792,369986,94.0,55.0,561977,853606
Gujarat,Bharuch,21.75787276237761,72.67326346710801,1551019,805707,745312,1118276,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,923895,253577,286525,1188204,343511,9494,1733,442,4813,342,121542,309091,10257,29531,161675,367060,188539,74380,16036,844298,442523,254728,178535,215142,93.0,72.0,182660,250083
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2880365,1490201,1390164,1887255,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,1729733,334025,566815,2632574,212863,3457,1410,445,26974,127,171327,500757,7297,28925,422461,929286,281250,93391,13946,1708938,720241,445121,293361,400446,93.0,66.0,402830,590280
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,1391753,723864,667889,1030494,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,856777,129356,292873,1319586,57273,3237,1985,497,6405,82,132683,262539,12107,33662,136131,363156,196456,108400,16088,769329,391862,224886,178594,204833,92.0,74.0,141178,220081
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,2160119,1114192,1045927,1396534,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,1312679,147193,424570,1810443,320805,4392,1873,1086,18856,136,142974,386538,11573,30384,255785,491009,199634,87523,18573,1220598,576319,358455,270555,331968,94.0,65.0,319052,444533
Gujarat,Kachchh,23.48057203301311,68.82192301497916,2092371,1096737,995634,1252319,739239,513080,258859,133224,125635,24228,12825,11403,776228,624704,151524,1316143,183971,475579,1608921,442355,6192,6353,490,25312,98,140067,403294,9631,31961,246956,469402,157284,60386,14062,1278604,524052,286086,250397,339331,91.0,60.0,357498,482554
Gujarat,Kheda,22.88765312500002,73.018803515625,2299885,1185727,1114158,1660243,942480,717763,115631,59734,55897,40336,21057,19279,933983,674586,259397,1365902,359842,322445,2000884,264482,26629,1403,300,3479,82,99982,372226,5710,24502,295057,641541,310341,84223,19498,1260660,628221,388646,171342,218734,94.0,72.0,243247,396395
Gujarat,Mahesana,23.529355452865065,72.45545194085031,2035064,1056520,978544,1502645,847499,655146,162288,84470,77818,9392,4879,4513,812064,588699,223365,1223000,242969,369053,1885732,136431,1954,1082,146,7087,88,180985,385609,7759,33731,260278,467128,266108,130723,27391,1119451,554432,357578,245131,301436,93.0,74.0,209021,323398
Gujarat,Narmada,21.70666386292833,73.68403208722742,590297,301086,289211,370336,211767,158569,8733,4465,4268,481392,244524,236868,294795,174282,120513,295502,188030,41348,559848,22600,4413,147,80,373,2078,12997,101940,576,4081,76197,146661,52687,14748,3451,336830,157910,93466,31194,43827,96.0,63.0,89319,130642
Gujarat,Navsari,20.866973318871995,72.86184869848157,1329672,678165,651507,1001909,539471,462438,35464,17959,17505,639659,319740,319919,591834,407881,183953,737838,206608,265244,1225087,78669,5733,2459,601,13386,2823,114620,267679,6726,24397,145678,266733,190861,85041,26012,673014,390349,258957,153431,191691,96.0,75.0,138694,189069
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,2390776,1226961,1163815,1440805,858054,582751,100446,51278,49168,721604,368348,353256,1097507,673565,423942,1293269,376038,253930,2220974,158513,2863,662,337,5236,131,59096,398937,3456,19753,255905,601358,283648,71810,17958,1421859,599925,363391,90896,214889,95.0,60.0,368907,581064
Gujarat,Patan,23.80634198473284,71.75162977099237,1343734,694397,649337,837913,494631,343282,123408,64190,59218,13303,6835,6468,554830,383074,171756,788904,227080,184768,1194745,142797,916,337,66,3602,66,66310,223424,2231,12870,168990,364667,129584,46355,11111,786357,341381,213465,108006,176829,94.0,62.0,199766,306055
Gujarat,Porbandar,21.55092351651571,69.71896987722886,585449,300209,285240,393678,221621,172057,51830,26607,25223,13039,6730,6309,231169,174118,57051,354280,48964,114132,549749,33565,500,248,91,515,38,41686,117040,1653,5639,50588,150643,63458,22458,5260,314886,163777,105638,80820,92715,95.0,67.0,78588,113183
Gujarat,Rajkot,22.40603377715488,70.83679439383323,3804558,1974445,1830113,2725056,1514075,1210981,290169,149782,140387,24017,12504,11513,1479050,1159480,319570,2325508,214285,891628,3397406,361388,5478,1918,1170,33591,269,362140,747352,21785,67370,383780,913928,540278,266295,29924,2080568,1052871,659576,571843,651936,93.0,72.0,460370,619132
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,2428589,1244231,1184358,1578734,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,1343711,333867,373391,2260560,148563,6375,614,168,11110,52,99037,438606,5262,25425,214062,597667,333650,110817,24745,1393131,630963,400905,180909,269423,95.0,65.0,325606,524249
Gujarat,Surat,21.25761372772093,72.93488716344339,6081322,3402224,2679098,4571410,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,3527780,325739,2076214,5260193,660772,21052,5703,12902,112835,3920,815423,1252452,55694,149331,566242,1332690,896927,379505,79862,3563443,1740746,723415,788447,995637,79.0,75.0,714756,795156
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,1756268,909917,846351,1093626,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,1032768,270861,257886,1620282,109681,1419,512,312,22992,128,77857,302068,2975,15309,234873,482679,172947,58389,14501,1033435,439352,280582,177591,246026,93.0,62.0,266696,395946
Gujarat,The Dangs,20.801633877551023,73.6883518367347,228291,113821,114470,140968,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,110034,40486,12038,203545,3593,20029,69,32,39,560,2029,29794,137,1393,43639,59954,14872,3490,2215,146095,51821,30027,9262,11148,101.0,62.0,36507,50816
Gujarat,Vadodara,22.26133739279589,73.49433010291594,4165626,2153736,2011890,2893080,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,2472153,570361,793306,3713941,384579,23813,9340,2069,27650,1124,411734,798277,53606,117818,396624,865726,504732,314960,60177,2213474,1190041,733710,497049,583926,93.0,69.0,539649,732897
Gujarat,Valsad,20.44238231644259,72.9148584798345,1705678,887222,818456,1170657,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,962433,183025,400818,1571147,94034,19661,1589,913,13809,1417,137209,329218,11020,31285,165459,303197,212318,90912,26987,944532,485874,259906,188248,242422,92.0,69.0,231694,303327
Haryana,Ambala,30.3503672316384,76.94970310734456,1128350,598703,529647,818025,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,756211,57293,246222,955096,22143,3705,138202,381,4845,110,121622,199681,12899,32767,89558,170110,163544,91472,18727,617859,308126,201685,172034,170149,88.0,72.0,137415,172910
Haryana,Bhiwani,28.728868064516128,76.02110225806452,1634445,866672,767773,1069871,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,1011439,103788,215820,1611031,15515,873,2401,254,1016,26,88938,266244,5292,25236,186145,223049,218631,104875,13786,964960,405760,261428,176336,242718,89.0,65.0,223514,341060
Haryana,Faridabad,28.14873109756098,77.32718536585368,1809733,966110,843623,1272739,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,1230504,29288,489950,1588407,161680,9743,34572,640,4883,249,258422,333171,43437,82673,137902,220384,282666,259933,27864,1095602,481318,231029,279652,302937,87.0,70.0,231170,305824
Haryana,Fatehabad,29.57298318584072,75.54608716814157,942011,495360,446651,557578,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,572928,97997,132278,779243,8360,996,150969,171,1172,530,51693,153301,3210,13142,103541,136663,93526,37741,9504,555745,237009,147469,107042,136196,90.0,59.0,167889,216544
Haryana,Gurgaon,28.043894789579163,77.01935130260523,1514432,816690,697742,1111116,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,969716,27097,443345,1408801,70842,9725,15097,944,7451,254,238359,305751,67087,102343,126920,177453,219200,233402,41366,875531,428101,210307,248024,274931,85.0,73.0,178024,225292
Haryana,Hisar,29.23628731117825,75.84324682779452,1743931,931562,812369,1114311,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,1052310,144213,270191,1701061,21650,1945,12270,334,3620,33,110495,285004,10132,33400,197303,230074,202792,105346,19031,1017830,456536,265109,202588,259276,87.0,64.0,261362,368258
Haryana,Jhajjar,28.59651868131869,76.61137142857145,958405,514667,443738,676091,399480,276611,170448,90856,79592,0,0,0,326534,250020,76514,631871,44845,160046,945693,8247,734,1042,105,645,22,70149,168558,5034,19241,90737,109829,145258,58826,9387,549975,245095,162356,128007,145032,86.0,71.0,115187,167127
Haryana,Jind,29.45149821958457,76.29598575667653,1334152,713006,621146,832758,502049,330709,282351,150940,131411,0,0,0,523422,368277,155145,810730,102071,181850,1276669,23016,889,29103,172,2594,56,78386,222462,5263,23750,136892,185626,154773,64599,14277,784085,335704,213478,160742,193577,87.0,62.0,210957,290437
Haryana,Kaithal,29.96068539094649,76.37698930041155,1074304,571003,503301,646529,385782,260747,247513,131486,116027,0,0,0,373899,292696,81203,700405,85651,150782,974520,8232,1769,87558,265,351,70,62668,187349,3724,15301,119345,158239,117753,51043,9111,630194,265813,176320,140195,153352,88.0,60.0,185221,242554
Haryana,Karnal,29.703200647249204,76.87488025889972,1505324,797712,707612,978013,564516,413497,339604,179681,159923,0,0,0,516062,411646,104416,989262,133723,254740,1341002,31650,2049,126207,532,1516,49,143133,267223,11163,29253,155839,231354,183590,101387,19186,884972,380409,234684,215813,215865,89.0,65.0,233196,294115
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,964655,510976,453679,646893,370828,276065,215128,113311,101817,0,0,0,336780,268556,68224,627875,85890,175256,805175,15970,1943,140395,214,375,106,90150,171908,7356,21951,94530,145392,120790,71007,10999,552034,250830,160216,143316,145855,89.0,67.0,140148,177614
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,922088,486665,435423,630255,380440,249815,156314,82420,73894,0,0,0,338584,232935,105649,583504,38320,143479,913251,5660,301,1737,75,644,15,45359,135455,2624,13908,94273,135849,132765,60296,10353,530000,229392,161258,88012,133653,89.0,68.0,106225,185608
Haryana,Panchkula,30.700897142857134,76.97173238095236,561293,299679,261614,405318,229862,175456,101830,53868,47962,0,0,0,211479,164865,46614,349814,12827,162100,490702,23451,2583,40951,1008,1626,90,69687,103455,18615,32174,45607,73584,69163,83256,8466,309078,157076,93606,88378,92486,87.0,72.0,69817,86158
Haryana,Panipat,29.34352134146342,76.92895914634147,1205437,646857,558580,786599,464136,322463,206213,109695,96518,0,0,0,412318,328667,83651,793119,62358,262016,1083936,86622,2261,25064,289,4647,99,121846,209965,10024,26719,118873,170565,141473,75774,10977,739075,298764,167244,162321,172677,86.0,65.0,182721,236117
Haryana,Rewari,28.19164714828897,76.55956007604564,900332,474335,425997,636947,375453,261494,182606,95571,87035,0,0,0,337727,235326,102401,562605,28215,197032,889133,5713,701,1804,202,1525,12,62667,152651,5121,18092,81280,120860,139646,65143,9820,518747,230704,150557,108753,137152,90.0,71.0,98882,164503
Haryana,Rohtak,28.892517647058817,76.53123235294117,1061204,568479,492725,747582,436025,311557,216889,115573,101316,0,0,0,345967,272646,73321,715237,36568,205146,1043887,8185,732,3916,200,3491,24,94633,193120,8482,27225,117097,150903,168499,100346,21134,605741,269354,185685,150160,160621,87.0,70.0,132454,181168
Haryana,Sirsa,29.63583446327684,74.90970480225988,1295189,682582,612607,782897,456968,325929,387381,202430,184951,0,0,0,502003,369462,132541,793186,147042,178712,940255,9524,2186,338962,370,2256,624,70538,215527,6287,22706,141766,201349,134559,61620,16698,750228,334344,208185,150315,190983,90.0,60.0,225614,286678
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,519080,261320,257760,323842,186064,137778,111690,56154,55536,135500,67900,67600,294035,158791,135244,225045,9193,83656,479782,32455,1559,2745,1740,57,14,21458,96082,1615,5117,56272,96789,64515,15506,3252,306555,130606,81566,62233,73995,99.0,62.0,75256,119982
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,212837,8824,82657,449412,3711,243,591,95,293,9,34978,104120,2521,7525,37327,71107,91184,35620,5263,224044,123941,106641,86324,90286,110.0,79.0,36515,60162
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,660630,181449,112016,1010014,91269,814,196,74,41,273,20175,55929,1196,11037,159593,238344,103334,59612,4094,660774,260368,181109,48564,137792,86.0,59.0,185412,265574
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,212837,8824,82657,449412,3711,243,591,95,293,9,34978,104120,2521,7525,37327,71107,91184,35620,5263,224044,123941,106641,86324,90286,110.0,79.0,36515,60162
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,660630,181449,112016,1010014,91269,814,196,74,41,273,20175,55929,1196,11037,159593,238344,103334,59612,4094,660774,260368,181109,48564,137792,86.0,59.0,185412,265574
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,1510075,750591,759484,1152640,606443,546197,319385,159697,159688,84564,41745,42819,675170,403756,271414,834905,54849,301652,1461140,19797,3023,8929,14511,194,208,148361,330081,8053,22753,127699,243617,284124,91236,13577,766581,419172,319420,272579,274180,101.0,76.0,144148,213287
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,84121,46249,37872,60699,36697,24002,14750,7433,7317,48746,23609,25137,56273,33863,22410,27848,2537,19797,64732,448,485,249,18086,29,45,10740,17865,354,2563,9400,13749,11140,5118,713,42360,26599,15075,12925,16468,82.0,72.0,9552,13870
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,437903,225452,212451,307672,174550,133122,122659,62686,59973,16822,8493,8329,269084,148829,120255,168819,12372,56864,415669,2974,1568,1396,15377,94,83,40064,91322,2623,7010,48384,77363,58122,23168,2377,244727,120510,72282,66910,79454,94.0,70.0,50902,79329
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,999777,498065,501712,723747,393669,330078,293739,147250,146489,12787,6345,6442,572671,297464,275207,427106,15822,161771,981412,9460,876,4081,2628,43,86,59324,214491,5333,16401,100052,159043,180188,54139,9350,524285,279321,194661,157314,172205,101.0,72.0,104396,171634
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,814010,425039,388971,612642,342846,269796,215777,110828,104949,8755,4554,4201,430926,258628,172298,383084,26114,147059,791449,11810,2025,4047,3262,185,197,108888,172754,9177,24127,69967,113536,141490,80414,9748,425721,241956,145577,131450,161675,92.0,75.0,82193,119175
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,529855,276289,253566,362645,205617,157028,160745,83017,77728,11262,5912,5350,280083,169399,110684,249772,10730,81082,476830,33215,577,15501,2645,236,86,28904,91509,2220,8593,57853,100123,67080,23352,4048,310244,136839,82471,58902,75406,92.0,68.0,70672,96538
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,580320,308754,271566,428578,244372,184206,164536,85482,79054,25645,13351,12294,298737,190001,108736,281583,10283,142218,548579,14678,1452,13926,574,591,110,53722,119866,5250,14478,50331,89407,95232,36803,8280,321533,167168,90808,94692,108699,88.0,74.0,64382,87360
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,521173,263692,257481,399715,213281,186434,115491,58601,56890,8601,4445,4156,215346,141612,73734,305827,19604,107515,480138,14275,390,26009,56,70,10,43809,105929,2412,8238,51838,87913,105204,32120,5511,273223,142351,105358,88894,90729,98.0,77.0,50411,71047
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,258024,12199,67834,187621,220614,472,422,21,22,42,7963,61831,596,3077,43794,47350,48359,12647,1846,263576,93189,52744,19244,47031,92.0,53.0,75021,115832
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,1021336,36873,392547,1289240,107489,12104,114272,470,1987,321,197168,294739,19905,46657,135391,185962,261852,146501,30616,816827,435895,275585,240478,241206,88.0,74.0,171905,220918
